2,2,9,15,0,0,0,0
3,2,9,12,0,0,0,0
3,2,9,12,0,0,0,0
4,2,9,12,0,0,0,0
5,2,9,11,0,0,0,0
6,2,9,12,0,0,0,0
143,6,12,64,0,0,0,0
25,0,1,5,0,0,0,0
33,0,1,6,0,0,0,0
35,1,1,1,0,0,0,0
35,3,1,33,0,0,0,0
35,5,1,15,0,0,0,0
35,2,1,6,0,0,0,0
35,0,1,55,0,0,0,0
36,0,1,100,0,0,0,0
